accession,label,protein_name,gene_name,organism,seq_length,keywords
P16234,1,Platelet-derived growth factor receptor alpha,PDGFRA,Homo sapiens,1089,3D-structure; Alternative splicing; ATP-binding; Cell membrane; Cell projection; Chemotaxis; Developmental protein; Disease variant; Disulfide bond; Glycoprotein; Golgi apparatus; Host-virus interaction; Immunoglobulin domain; Kinase; Membrane; Nucleotide-binding; Phosphoprotein; Proteomics identification; Proto-oncogene; Receptor; Reference proteome; Repeat; Signal; Transferase; Transmembrane; Transmembrane helix; Tyrosine-protein kinase; Ubl conjugation
P16389,1,Potassium voltage-gated channel subfamily A member 2,KCNA2,Homo sapiens,499,Alternative splicing; Autism spectrum disorder; Cell junction; Cell membrane; Cell projection; Disease variant; Endoplasmic reticulum; Epilepsy; Glycoprotein; Intellectual disability; Ion channel; Ion transport; Lipoprotein; Membrane; Palmitate; Phosphoprotein; Potassium; Potassium channel; Potassium transport; Proteomics identification; Reference proteome; Synapse; Synaptosome; Transmembrane; Transmembrane helix; Transport; Voltage-gated channel
P16410,1,Cytotoxic T-lymphocyte protein 4,CTLA4,Homo sapiens,223,3D-structure; Adaptive immunity; Alternative splicing; Cell membrane; Diabetes mellitus; Disease variant; Disulfide bond; Glycoprotein; Immunity; Immunoglobulin domain; Membrane; Pharmaceutical; Phosphoprotein; Proteomics identification; Reference proteome; Signal; Systemic lupus erythematosus; Transmembrane; Transmembrane helix
P16473,1,Thyrotropin receptor,TSHR,Homo sapiens,764,3D-structure; Alternative splicing; Cell membrane; Congenital hypothyroidism; Direct protein sequencing; Disease variant; Disulfide bond; G-protein coupled receptor; Glycoprotein; Leucine-rich repeat; Membrane; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Sulfation; Transducer; Transmembrane; Transmembrane helix
P17787,1,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,Homo sapiens,502,3D-structure; Cell membrane; Disease variant; Disulfide bond; Epilepsy; Glycoprotein; Ion channel; Ion transport; Ligand-gated ion channel; Membrane; Proteomics identification; Receptor; Reference proteome; Signal; Synapse; Transmembrane; Transmembrane helix; Transport
P18084,1,Integrin beta-5,ITGB5,Homo sapiens,799,3D-structure; Calcium; Cell adhesion; Cell membrane; Disulfide bond; EGF-like domain; Glycoprotein; Host cell receptor for virus entry; Host-virus interaction; Integrin; Magnesium; Membrane; Metal-binding; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
P19438,1,Tumor necrosis factor receptor superfamily member 1A,TNFRSF1A,Homo sapiens,455,3D-structure; Alternative splicing; Amyloidosis; Apoptosis; Cell membrane; Cleavage on pair of basic residues; Direct protein sequencing; Disease variant; Disulfide bond; Glycoprotein; Golgi apparatus; Host-virus interaction; Membrane; Proteomics identification; Receptor; Reference proteome; Repeat; Secreted; Signal; Transmembrane; Transmembrane helix
P19634,1,Sodium/hydrogen exchanger 1,SLC9A1,Homo sapiens,815,3D-structure; Alternative splicing; Antiport; Calmodulin-binding; Cell membrane; Deafness; Disease variant; Glycoprotein; Ion transport; Lipoprotein; Membrane; Neurodegeneration; Palmitate; Phosphoprotein; Proteomics identification; Reference proteome; Sodium; Sodium transport; Transmembrane; Transmembrane helix; Transport; Ubl conjugation
P20036,1,"HLA class II histocompatibility antigen, DP alpha 1 chain",HLA-DPA1,Homo sapiens,260,3D-structure; Adaptive immunity; Cell membrane; Disulfide bond; Endoplasmic reticulum; Endosome; Glycoprotein; Golgi apparatus; Immunity; Lysosome; Membrane; MHC II; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix
P21439,1,Phosphatidylcholine translocator ABCB4,ABCB4,Homo sapiens,1286,3D-structure; Alternative splicing; ATP-binding; Cell membrane; Cytoplasm; Cytoplasmic vesicle; Disease variant; Glycoprotein; Intrahepatic cholestasis; Lipid transport; Membrane; Nucleotide-binding; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Translocase; Transmembrane; Transmembrane helix; Transport
P21583,1,Kit ligand,KITLG,Homo sapiens,273,3D-structure; Alternative splicing; Cell adhesion; Cell membrane; Cell projection; Cytoplasm; Cytoskeleton; Deafness; Direct protein sequencing; Disease variant; Disulfide bond; Glycoprotein; Growth factor; Membrane; Non-syndromic deafness; Proteomics identification; Reference proteome; Secreted; Signal; Transmembrane; Transmembrane helix; Waardenburg syndrome
P21709,1,Ephrin type-A receptor 1,EPHA1,Homo sapiens,976,3D-structure; Alternative splicing; Angiogenesis; ATP-binding; Cell adhesion; Cell membrane; Glycoprotein; Kinase; Membrane; Nucleotide-binding; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Transferase; Transmembrane; Transmembrane helix; Tyrosine-protein kinase; Ubl conjugation
P21728,1,D(1A) dopamine receptor,DRD1,Homo sapiens,446,3D-structure; Cell membrane; Cell projection; Disulfide bond; Endoplasmic reticulum; G-protein coupled receptor; Glycoprotein; Lipoprotein; Membrane; Palmitate; Proteomics identification; Receptor; Reference proteome; Synapse; Transducer; Transmembrane; Transmembrane helix
P21796,1,Non-selective voltage-gated ion channel VDAC1,VDAC1,Homo sapiens,283,3D-structure; Acetylation; Apoptosis; ATP-binding; Cell membrane; Direct protein sequencing; Host-virus interaction; Ion transport; Isopeptide bond; Lipid transport; Lipid-binding; Membrane; Mitochondrion; Mitochondrion outer membrane; NAD; Nucleotide-binding; Phosphoprotein; Porin; Proteomics identification; Reference proteome; Transmembrane; Transmembrane beta strand; Transport; Ubl conjugation
P21860,1,Receptor tyrosine-protein kinase erbB-3,ERBB3,Homo sapiens,1342,3D-structure; Alternative splicing; ATP-binding; Cell membrane; Disease variant; Disulfide bond; Glycoprotein; Kinase; Membrane; Nucleotide-binding; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Secreted; Signal; Transferase; Transmembrane; Transmembrane helix; Tyrosine-protein kinase
P21926,1,CD9 antigen,CD9,Homo sapiens,228,3D-structure; Cell adhesion; Cell membrane; Direct protein sequencing; Disulfide bond; Fertilization; Glycoprotein; Lipoprotein; Membrane; Palmitate; Proteomics identification; Reference proteome; Secreted; Transmembrane; Transmembrane helix
P22455,1,Fibroblast growth factor receptor 4,FGFR4,Homo sapiens,802,3D-structure; Alternative splicing; ATP-binding; Cell membrane; Direct protein sequencing; Disulfide bond; Endoplasmic reticulum; Endosome; Glycoprotein; Immunoglobulin domain; Kinase; Membrane; Nucleotide-binding; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Secreted; Signal; Transferase; Transmembrane; Transmembrane helix; Tyrosine-protein kinase; Ubl conjugation
P22732,1,"Solute carrier family 2, facilitated glucose transporter member 5",SLC2A5,Homo sapiens,501,Acetylation; Alternative splicing; Cell membrane; Glycoprotein; Membrane; Proteomics identification; Reference proteome; Sugar transport; Transmembrane; Transmembrane helix; Transport
P22897,1,Macrophage mannose receptor 1,MRC1,Homo sapiens,1456,3D-structure; Alternative splicing; Calcium; Cell membrane; Direct protein sequencing; Disulfide bond; Endocytosis; Endosome; Glycoprotein; Host cell receptor for virus entry; Host-virus interaction; Lectin; Membrane; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
P23416,1,Glycine receptor subunit alpha-2,GLRA2,Homo sapiens,452,3D-structure; Alternative splicing; Cell membrane; Cell projection; Chloride; Chloride channel; Disease variant; Disulfide bond; Glycoprotein; Intellectual disability; Ion channel; Ion transport; Ligand-gated ion channel; Membrane; Metal-binding; Postsynaptic cell membrane; Proteomics identification; Receptor; Reference proteome; Signal; Synapse; Transmembrane; Transmembrane helix; Transport; Zinc
P25025,1,C-X-C chemokine receptor type 2,CXCR2,Homo sapiens,360,3D-structure; Cell membrane; Chemotaxis; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P25103,1,Substance-P receptor,TACR1,Homo sapiens,407,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; Endosome; G-protein coupled receptor; Glycoprotein; Lipoprotein; Membrane; Palmitate; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P25106,1,Atypical chemokine receptor 3,ACKR3,Homo sapiens,362,3D-structure; Cell adhesion; Cell membrane; Developmental protein; Disease variant; Disulfide bond; Endosome; G-protein coupled receptor; Glycoprotein; Host-virus interaction; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix; Ubl conjugation
P25445,1,Tumor necrosis factor receptor superfamily member 6,FAS,Homo sapiens,335,3D-structure; Alternative splicing; Apoptosis; Calmodulin-binding; Cell membrane; Direct protein sequencing; Disease variant; Disulfide bond; Glycoprotein; Lipoprotein; Membrane; Palmitate; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Secreted; Signal; Transmembrane; Transmembrane helix
P25929,1,Neuropeptide Y receptor type 1,NPY1R,Homo sapiens,384,3D-structure; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Lipoprotein; Membrane; Palmitate; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P27037,1,Activin receptor type-2A,ACVR2A,Homo sapiens,513,3D-structure; Alternative splicing; ATP-binding; Cell membrane; Disulfide bond; Glycoprotein; Kinase; Magnesium; Manganese; Membrane; Metal-binding; Nucleotide-binding; Proteomics identification; Receptor; Reference proteome; Serine/threonine-protein kinase; Signal; Transferase; Transmembrane; Transmembrane helix
P28335,1,5-hydroxytryptamine receptor 2C,HTR2C,Homo sapiens,458,3D-structure; Alternative splicing; Behavior; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; RNA editing; Signal; Transducer; Transmembrane; Transmembrane helix
P29017,1,T-cell surface glycoprotein CD1c,CD1C,Homo sapiens,333,3D-structure; Adaptive immunity; Cell membrane; Disulfide bond; Endosome; Glycoprotein; Immunity; Immunoglobulin domain; Lipid-binding; Lysosome; Membrane; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix
P29275,1,Adenosine receptor A2b,ADORA2B,Homo sapiens,332,3D-structure; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Lipoprotein; Membrane; Palmitate; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P29371,1,Neuromedin-K receptor,TACR3,Homo sapiens,465,3D-structure; Cell membrane; Disease variant; Disulfide bond; G-protein coupled receptor; Glycoprotein; Hypogonadotropic hypogonadism; Lipoprotein; Membrane; Palmitate; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P30542,1,Adenosine receptor A1,ADORA1,Homo sapiens,326,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Lipoprotein; Membrane; Palmitate; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P30968,1,Gonadotropin-releasing hormone receptor,GNRHR,Homo sapiens,328,3D-structure; Alternative splicing; Cell membrane; Disease variant; Disulfide bond; G-protein coupled receptor; Glycoprotein; Hypogonadotropic hypogonadism; Membrane; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P31391,1,Somatostatin receptor type 4,SSTR4,Homo sapiens,388,3D-structure; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Lipoprotein; Membrane; Palmitate; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P31645,1,Sodium-dependent serotonin transporter,SLC6A4,Homo sapiens,630,3D-structure; Alternative splicing; Antiport; Cell junction; Cell membrane; Cell projection; Disulfide bond; Endosome; Glycoprotein; Membrane; Metal-binding; Neurotransmitter transport; Phosphoprotein; Proteomics identification; Reference proteome; Sodium; Synapse; Transmembrane; Transmembrane helix; Transport
P31785,1,Cytokine receptor common subunit gamma,IL2RG,Homo sapiens,369,3D-structure; Alternative splicing; Cell membrane; Direct protein sequencing; Disease variant; Disulfide bond; Glycoprotein; Host-virus interaction; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; SCID; Signal; Transmembrane; Transmembrane helix
P32239,1,Gastrin/cholecystokinin type B receptor,CCKBR,Homo sapiens,447,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Lipoprotein; Membrane; Palmitate; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P32241,1,Vasoactive intestinal polypeptide receptor 1,VIPR1,Homo sapiens,457,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Signal; Transducer; Transmembrane; Transmembrane helix
P32246,1,C-C chemokine receptor type 1,CCR1,Homo sapiens,355,3D-structure; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P32942,1,Intercellular adhesion molecule 3,ICAM3,Homo sapiens,547,3D-structure; Cell adhesion; Cell membrane; Direct protein sequencing; Disulfide bond; Glycoprotein; Immunoglobulin domain; Membrane; Phagocytosis; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
P32970,1,CD70 antigen,CD70,Homo sapiens,193,3D-structure; Alternative splicing; Cell membrane; Disease variant; Disulfide bond; Glycoprotein; Membrane; Proteomics identification; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
P34982,1,Olfactory receptor 1D2,OR1D2,Homo sapiens,312,Cell membrane; Chemotaxis; Disulfide bond; Fertilization; G-protein coupled receptor; Glycoprotein; Membrane; Olfaction; Receptor; Reference proteome; Sensory transduction; Transducer; Transmembrane; Transmembrane helix
P34995,1,Prostaglandin E2 receptor EP1 subtype,PTGER1,Homo sapiens,402,3D-structure; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P35414,1,Apelin receptor,APLNR,Homo sapiens,380,3D-structure; Angiogenesis; Cell membrane; Developmental protein; Disulfide bond; G-protein coupled receptor; Gastrulation; Glycoprotein; Host-virus interaction; Membrane; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
P35462,1,D(3) dopamine receptor,DRD3,Homo sapiens,400,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Lipoprotein; Membrane; Palmitate; Receptor; Reference proteome; Schizophrenia; Transducer; Transmembrane; Transmembrane helix
